State,murdPerPop,rapesPerPop,robbbPerPop,assaultPerPop,burglPerPop,larcPerPop,autoTheftPerPop,arsonsPerPop,ViolentCrimesPerPop
Wisconsin,0.0,19.13,0.0,25.51,491.01,4004.59,89.27,6.38,44.64
Wisconsin,0.0,8.34,58.37,75.04,408.57,3251.9,325.19,0.0,141.75
South Carolina,13.26,144.36,633.41,1473.06,2191.91,8060.57,1222.64,16.2,2264.09
Florida,5.52,51.55,937.02,824.73,2925.2,5283.41,2623.29,23.93,1818.82
Wisconsin,1.65,14.85,31.34,90.72,418.98,2668.95,178.15,28.04,138.56
Ohio,0.0,30.73,70.23,21.95,346.76,2686.33,223.86,0.0,122.9
Rhode Island,0.0,20.24,15.18,40.47,273.18,860.02,217.53,15.18,75.88
West Virginia,7.92,7.92,110.81,197.88,783.6,1970.87,102.9,0.0,324.52
North Carolina,0.0,18.2,245.68,1000.91,1401.27,4476.8,54.6,63.69,1264.79
New Jersey,5.57,8.36,362.1,183.83,1626.65,2203.22,1590.44,19.5,559.86
Ohio,0.0,0.0,7.22,14.44,332.18,2202.48,108.32,0.0,21.66
Alabama,0.0,16.46,38.41,334.69,625.48,2935.37,175.57,0.0,389.55
New Jersey,0.0,7.24,57.89,123.01,311.14,1403.76,246.02,0.0,188.13
New York,30.81,7.7,84.72,46.21,962.72,4351.51,115.53,30.81,169.44
Mississippi,42.54,88.66,771.31,522.23,3623.87,5946.51,2077.66,74.31,1424.74
California,9.24,39.25,233.2,376.36,1304.55,2038.79,796.58,27.71,658.05
Rhode Island,0.0,0.0,31.69,50.7,196.45,1666.67,31.69,12.67,82.38
Pennsylvania,0.0,26.21,117.95,137.61,399.71,2077.19,478.34,19.66,281.76
Alabama,8.31,16.62,241.05,108.06,748.1,4596.65,727.32,19.66,374.05
New Jersey,4.0,35.97,275.8,307.78,1291.07,2774.0,523.62,4.0,623.55
Ohio,27.32,150.01,822.52,629.58,2399.53,5282.53,1638.91,144.99,1629.43
California,7.16,35.8,512.61,349.37,1218.52,4879.79,1010.9,41.52,904.94
South Carolina,0.0,30.79,30.79,92.36,500.27,1685.52,100.05,0.0,153.93
Utah,6.61,19.83,6.61,165.23,753.47,3456.71,376.73,0.0,198.28
Colorado,0.0,76.68,41.82,104.56,1080.44,3373.76,181.24,6.97,223.06
South Carolina,4.43,57.59,181.64,456.32,1391.1,5511.25,420.88,0.0,699.98
Pennsylvania,0.0,7.93,23.78,39.64,356.75,3234.5,436.02,15.86,71.35
New York,0.0,14.09,169.08,183.17,412.64,4430.35,559.58,8.05,366.34
Oklahoma,8.37,79.5,117.16,87.87,1196.75,3293.16,447.74,8.37,292.91
Minnesota,0.0,79.5,15.1,83.08,725.02,2628.2,151.05,7.55,292.91
Mississippi,7.02,21.07,154.55,70.25,758.69,4137.69,316.12,0.0,252.9
Maryland,4.6,36.83,345.27,239.39,989.78,3526.38,731.98,0.0,626.09
New Jersey,0.0,0.0,187.16,221.82,1053.65,2807.43,942.74,13.86,408.98
California,0.0,21.17,31.75,52.92,733.79,1171.24,63.5,38.81,105.84
Oklahoma,0.0,38.28,38.28,68.91,643.14,1906.44,206.72,45.94,145.47
California,0.0,32.02,110.3,185.03,725.88,2997.79,378.95,7.12,327.36
Connecticut,0.0,0.0,23.32,75.8,548.1,1072.89,99.13,17.49,99.13
New Jersey,0.0,7.01,18.22,43.45,323.8,1185.85,61.68,1.4,68.68
California,4.09,20.45,163.64,372.27,1047.27,3974.31,630.0,49.09,560.45
Texas,7.96,47.61,264.48,714.99,956.09,4988.01,939.66,78.11,1035.05
Massachusetts,0.0,12.93,25.86,265.11,459.1,1603.62,226.32,0.0,303.91
West Virginia,2.93,35.21,164.32,331.57,1138.5,1634.39,258.22,29.34,534.04
Massachusetts,0.0,21.53,7.18,646.04,380.45,1170.05,86.14,0.0,674.75
Georgia,19.08,89.06,318.07,852.42,1914.76,6024.17,432.57,25.45,1278.63
Oklahoma,25.16,75.49,150.98,257.93,1157.52,2849.77,358.58,113.24,509.56
New Jersey,0.0,0.0,47.97,103.94,439.75,1247.3,99.94,4.0,151.91
Pennsylvania,0.0,8.77,52.65,8.77,394.84,2816.53,52.65,8.77,70.19
California,5.39,10.77,161.55,172.32,1647.82,2837.91,1389.34,10.77,350.03
Idaho,0.0,20.61,5.15,133.96,417.33,1787.83,87.59,20.61,159.72
Texas,5.57,100.23,175.39,579.08,1044.02,4963.95,556.81,19.49,860.27
Indiana,9.88,51.04,79.03,181.12,1738.76,4674.56,433.04,39.52,321.08
California,4.56,18.23,173.22,793.18,1992.07,3455.35,355.56,72.94,989.2
Ohio,0.0,38.13,185.23,179.78,730.01,4134.89,528.44,38.13,403.14
Texas,0.0,8.11,89.26,494.97,1135.99,3334.96,681.6,48.69,592.34
Illinois,6.56,8.11,45.95,157.54,577.66,2599.45,105.03,13.13,592.34
Pennsylvania,0.0,42.17,42.17,16.87,497.64,2791.84,151.82,59.04,101.21
Pennsylvania,0.0,8.36,25.07,50.14,459.6,1311.94,325.9,8.36,83.56
Pennsylvania,0.0,3.4,61.28,61.28,333.63,2505.62,146.39,10.21,125.96
California,44.9,70.63,848.7,2083.42,2595.38,4604.89,1968.99,78.85,3047.66
California,14.44,75.11,1401.09,1016.87,1949.97,5309.68,2510.4,57.78,2507.51
New York,27.74,68.91,709.86,365.33,2747.57,5860.05,1280.18,150.81,1171.84
Oklahoma,2.28,38.71,43.27,145.74,1184.17,3426.13,343.87,11.39,230.0
Texas,0.0,3.71,18.54,118.64,622.85,1953.81,159.42,92.69,140.88
Oregon,0.0,45.5,81.89,154.69,900.82,3475.89,609.65,63.69,282.07
Massachusetts,6.21,50.74,312.7,904.97,2323.51,3236.76,2030.48,171.88,1274.62
Texas,3.17,69.83,47.61,263.46,577.7,1641.06,247.59,15.87,384.08
Texas,6.48,34.02,132.85,759.83,1808.05,4939.73,398.55,34.02,933.19
Georgia,15.09,40.25,236.44,940.74,1121.84,5911.06,699.27,55.34,1232.52
Massachusetts,0.0,40.09,40.09,365.24,1247.16,2636.85,249.43,31.18,445.41
Ohio,0.0,0.0,24.32,34.05,243.19,1478.6,194.55,0.0,58.37
Iowa,4.11,66.73,297.71,1197.0,1885.84,5698.59,426.03,67.75,1565.55
North Carolina,11.21,39.02,330.02,462.45,1223.37,3900.1,366.56,12.04,842.7
Idaho,0.0,6.72,0.0,47.01,302.22,3727.33,67.16,6.72,53.73
New Jersey,50.42,108.05,1985.69,1386.62,4848.97,4713.31,2180.18,367.36,3530.78
Pennsylvania,0.0,6.64,0.0,0.0,212.38,1221.21,159.29,0.0,6.64
California,18.06,42.78,594.18,663.58,1290.08,2076.3,1139.87,70.35,1318.6
New Hampshire,0.0,30.4,15.2,45.6,339.5,1611.35,177.35,25.34,91.21
Texas,7.37,53.98,309.75,228.68,1683.8,7100.74,867.9,121.51,599.78
New Jersey,1.7,5.1,50.98,83.28,540.44,1638.31,446.97,33.99,141.06
Missouri,0.0,49.29,38.33,569.52,1188.32,4736.87,169.76,54.76,657.14
Massachusetts,7.22,46.3,377.65,569.52,2047.03,3139.7,1017.5,54.76,657.14
South Carolina,21.53,81.83,271.33,2510.87,1322.19,4358.5,284.25,12.92,2885.57
Texas,0.0,24.22,0.0,726.51,524.7,1977.72,32.29,8.07,750.73
Florida,5.08,45.73,162.61,772.4,1006.15,2871.08,142.28,0.0,985.82
Oregon,0.0,25.5,47.36,69.22,633.93,3053.05,353.4,40.08,142.09
New Jersey,0.0,0.0,0.0,98.73,215.4,996.23,116.68,8.98,98.73
New York,0.0,14.91,174.01,1252.86,954.56,1924.03,676.15,8.98,1441.78
Ohio,0.0,17.66,26.49,61.81,485.65,4927.15,317.88,61.81,105.96
Virginia,11.27,32.78,222.3,312.45,120.88,4505.41,322.69,58.39,578.8
Missouri,34.34,115.59,873.3,1436.88,2717.1,5299.3,1904.84,118.28,2460.11
Alabama,10.79,24.28,80.94,491.02,930.77,3528.84,178.06,118.28,607.03
New York,0.0,40.1,45.11,120.29,862.07,4029.67,150.36,75.18,205.49
California,5.93,32.59,388.15,747.65,1065.68,1771.85,1157.53,20.74,1174.32
New York,10.37,18.56,465.18,243.51,918.34,2507.7,1019.9,48.59,737.62
Florida,10.38,31.14,121.6,197.22,1362.77,3548.55,570.91,10.38,360.34
Michigan,0.0,31.14,14.88,81.83,409.17,1621.78,156.23,22.32,360.34
Minnesota,0.0,24.85,6.21,74.54,385.12,2639.92,155.29,37.27,105.6
California,2.69,19.72,58.28,225.03,581.86,1696.27,308.41,44.83,305.72
Minnesota,0.0,19.72,32.95,56.91,593.06,5181.81,401.37,26.96,305.72
Georgia,38.69,99.5,552.76,1398.49,2421.09,6771.32,641.2,0.0,2089.44
North Carolina,13.1,43.66,451.9,969.28,1986.6,5280.85,440.98,26.2,1477.94
California,4.98,47.52,144.13,449.54,730.88,2600.49,487.82,38.65,646.17
New York,0.0,15.35,15.35,99.75,544.77,2040.97,53.71,15.35,130.44
California,0.0,10.05,42.71,138.18,567.81,1922.01,266.32,0.0,190.95
New York,5.86,2.93,166.9,207.89,831.55,1601.62,603.17,0.0,383.57
New Mexico,5.41,135.2,102.75,573.25,992.37,5502.68,267.7,37.86,816.61
Pennsylvania,0.0,0.0,35.08,70.15,403.38,1346.94,147.32,21.05,105.23
Tennessee,6.28,31.4,81.63,464.68,1161.7,2361.07,138.15,18.84,583.99
California,21.83,10.91,291.06,542.09,534.82,1302.48,800.41,32.74,865.9
Massachusetts,0.0,53.34,23.71,272.61,1179.33,2246.06,231.12,5.93,349.65
Ohio,5.37,21.49,69.85,64.48,569.56,3229.27,53.73,16.12,161.19
New Jersey,0.0,0.0,33.47,58.57,284.5,1355.54,125.51,8.37,92.04
Vermont,0.0,19.63,0.0,6.54,765.51,2420.83,85.06,8.37,26.17
South Carolina,21.82,91.64,696.01,2605.11,2526.56,8356.42,741.82,21.82,3414.57
New Hampshire,13.54,20.3,27.07,94.75,392.55,1807.11,40.61,20.3,155.67
Minnesota,0.0,20.3,22.77,154.84,610.26,2941.98,186.72,9.11,155.67
California,2.93,14.64,111.28,547.6,957.57,3759.99,553.46,23.43,676.45
North Carolina,22.42,65.42,593.04,1106.32,1964.73,4846.13,546.18,71.49,1787.2
Washington,0.0,15.29,0.0,53.51,267.54,3210.52,191.1,61.15,68.8
North Carolina,12.72,15.9,187.66,512.09,1529.9,3826.34,248.09,50.89,728.37
Tennessee,24.57,99.59,458.48,1378.03,2033.1,5113.13,1458.22,62.08,1960.67
California,0.0,30.18,75.44,181.05,1372.96,2783.65,113.16,7.54,286.66
Texas,0.0,0.0,50.87,165.33,712.2,2508.58,397.43,15.9,216.2
Texas,14.39,0.0,0.0,71.95,647.58,2403.22,79.15,14.39,86.34
Pennsylvania,0.0,8.43,61.8,67.42,488.82,1899.09,379.26,11.24,137.66
Pennsylvania,0.0,0.0,13.59,6.8,237.88,1135.05,129.14,47.58,20.39
Indiana,0.0,17.55,35.1,936.06,544.08,2269.94,152.11,17.55,988.71
South Carolina,6.25,18.75,124.99,243.73,1012.44,1824.89,212.49,0.0,393.73
Washington,0.0,219.67,203.97,141.21,998.95,3195.61,732.22,52.3,564.85
Virginia,0.0,25.08,18.81,319.81,369.98,2125.79,87.79,43.9,363.7
Rhode Island,0.0,0.0,0.0,116.1,334.37,1332.84,69.66,0.0,116.1
New Jersey,0.0,16.17,36.38,28.29,250.6,897.3,76.8,16.17,80.84
Texas,34.31,6.86,41.18,178.44,1152.98,3383.43,336.28,6.86,260.79
Wisconsin,6.24,12.48,122.72,24.96,773.74,2986.81,418.07,6.86,166.4
Michigan,0.0,12.48,299.82,146.42,543.86,12187.98,1673.41,34.86,166.4
Oklahoma,12.64,16.85,160.07,534.96,2788.54,6065.71,585.51,8.42,724.52
Louisiana,80.35,60.62,1053.46,844.56,2274.93,4478.87,1941.75,8.42,2038.98
Alabama,20.88,107.36,1049.77,1804.3,4849.24,4559.96,1309.24,8.42,2982.31
California,10.31,15.46,508.49,359.03,1302.14,1602.76,1169.86,3.44,893.29
California,2.99,27.89,317.76,166.35,823.78,1721.27,1152.49,45.82,514.99
Virginia,8.1,48.58,166.0,485.85,931.21,4085.19,149.8,133.61,708.53
Massachusetts,0.0,11.66,23.31,34.97,543.96,1227.8,349.69,0.0,69.94
Oklahoma,1.62,21.1,34.09,103.9,608.78,2396.14,259.74,34.09,160.72
Michigan,5.16,21.1,299.0,572.22,1000.1,4175.69,840.29,72.17,160.72
Massachusetts,1.8,10.77,39.5,389.64,608.71,1502.91,682.32,19.75,441.72
Alabama,20.37,59.18,575.34,422.05,2369.29,4815.22,745.62,25.23,1076.95
Minnesota,0.0,59.18,14.86,79.26,921.43,1813.14,168.43,4.95,1076.95
Alabama,19.18,85.24,398.51,1683.54,2075.65,5824.19,916.36,4.95,2186.47
Vermont,5.67,51.02,5.67,73.7,1054.48,3503.6,102.05,4.95,136.06
Wisconsin,2.85,12.83,15.68,32.78,530.25,3117.38,124.01,35.64,64.14
Michigan,0.0,12.83,44.43,210.46,650.09,4410.35,149.66,30.4,64.14
Texas,22.6,97.93,293.79,436.91,1521.66,4301.32,572.5,15.07,851.22
Texas,0.0,15.5,56.85,170.54,780.36,3379.84,180.88,41.34,242.89
New Jersey,0.0,15.87,0.0,87.31,230.18,1381.06,39.69,39.69,103.18
South Carolina,21.06,89.99,637.58,1361.33,2000.82,7003.84,720.87,12.45,2109.96
California,3.3,28.06,113.89,257.49,1185.13,3043.71,597.52,47.87,402.75
Michigan,0.0,28.06,29.92,460.77,670.22,2579.14,191.49,41.89,402.75
Florida,11.08,38.78,138.51,371.21,1263.23,3058.34,448.78,0.0,559.59
Connecticut,1.55,18.55,109.78,136.06,844.22,3718.59,620.02,18.55,265.95
North Carolina,10.6,47.69,259.63,694.11,2347.27,5129.02,381.5,42.39,1012.03
Michigan,0.0,47.69,50.73,160.65,634.14,3280.63,152.19,16.91,1012.03
Ohio,16.44,103.02,608.55,390.78,2043.9,4548.25,1106.89,161.1,1118.78
Massachusetts,0.0,41.31,108.92,422.53,1451.62,2069.44,922.05,56.34,572.76
California,8.05,64.42,1095.18,1417.3,2029.31,6756.32,4968.59,48.32,2584.96
Michigan,0.0,64.42,17.62,132.18,907.65,4229.82,140.99,61.68,2584.96
Kentucky,0.0,10.24,66.53,373.61,762.58,3674.7,153.54,10.24,450.38
California,10.91,37.52,316.52,619.39,1101.67,3018.5,783.1,38.2,984.34
Ohio,0.0,63.0,39.38,157.51,574.89,2331.08,110.25,0.0,259.88
Virginia,0.0,41.61,99.85,570.0,898.69,6215.94,224.67,29.12,711.46
Missouri,0.0,18.97,350.94,379.4,673.43,10822.35,844.16,9.48,749.31
California,5.95,38.66,104.1,365.82,1106.39,2456.65,383.67,20.82,514.53
Texas,25.72,63.94,104.1,365.82,1558.06,3550.01,1586.72,89.31,514.53
Massachusetts,0.0,3.91,35.15,234.36,628.86,3163.82,1093.66,0.0,273.42
Mississippi,21.07,52.68,242.33,173.85,4067.01,6606.26,479.4,36.88,489.94
Ohio,0.0,1.86,52.2,3.73,244.2,1783.98,436.21,0.0,57.79
Massachusetts,2.13,28.77,269.58,685.14,989.88,3799.68,1031.43,22.38,985.62
New York,0.0,21.62,93.69,144.13,763.91,3617.76,115.31,36.03,259.44
Pennsylvania,0.0,3.49,24.44,73.32,265.36,984.64,132.68,3.49,101.26
Connecticut,5.72,30.05,307.64,384.91,1549.64,4099.47,1001.62,1.43,728.32
Utah,0.0,80.66,18.61,155.12,477.76,2953.4,186.14,6.2,254.39
Ohio,4.7,42.31,47.01,145.73,329.07,2406.92,112.82,0.0,239.75
Alabama,0.0,0.0,34.98,0.0,199.86,794.44,129.91,0.0,34.98
Pennsylvania,0.0,18.59,0.0,37.17,390.3,1589.07,111.51,0.0,55.76
Maryland,49.56,93.79,1737.69,1200.21,2513.45,5820.06,1491.56,76.52,3081.26
California,4.41,35.32,613.61,256.04,1483.25,4710.19,1090.36,39.73,909.37
Wisconsin,0.0,23.98,43.16,38.36,556.27,3155.42,143.86,23.98,105.5
Illinois,9.79,23.98,127.31,310.92,933.98,2899.88,292.56,31.83,105.5
Texas,8.24,28.84,139.04,563.38,2145.37,7936.72,1400.72,20.6,739.5
Washington,0.0,81.73,91.63,148.6,775.17,5800.19,344.25,19.81,321.96
Connecticut,5.53,1.84,64.54,148.6,933.1,2176.0,697.06,7.38,321.96
New Jersey,0.0,7.51,0.0,7.51,232.96,759.0,60.12,7.51,15.03
Florida,3.59,10.78,136.54,291.04,1113.87,3187.09,585.68,28.74,441.95
Texas,3.15,15.75,69.32,1638.36,831.78,4102.21,330.82,28.36,1726.58
California,0.0,8.09,32.36,103.55,402.87,1436.75,226.52,37.21,144.0
New Jersey,0.0,6.56,209.9,157.42,981.7,2000.57,1316.22,10.93,373.88
Florida,10.69,74.82,566.5,652.01,1179.32,3505.9,1464.35,10.69,1304.02
Minnesota,0.0,74.82,7.73,42.52,490.9,5109.97,139.15,15.46,1304.02
Illinois,0.0,74.82,48.31,107.13,474.72,1985.0,121.83,23.11,1304.02
South Carolina,3.63,21.8,25.44,181.68,363.36,1929.44,109.01,3.63,232.55
Oregon,1.87,65.36,72.83,384.7,1193.32,6482.03,360.42,82.17,524.76
Florida,4.37,48.08,131.13,255.7,1210.77,4917.39,354.05,39.34,439.29
Oklahoma,0.0,14.93,34.84,104.53,935.84,3225.65,318.58,34.84,154.31
Oklahoma,0.0,51.51,0.0,120.19,549.45,2154.88,120.19,17.17,171.7
New Jersey,0.0,32.36,103.57,135.93,511.36,5068.29,1378.73,6.47,271.86
California,63.94,77.35,999.36,1029.27,1651.16,1799.67,1531.53,28.88,2169.92
North Carolina,24.74,38.88,381.75,678.66,3011.56,5708.53,385.28,49.49,1124.03
Indiana,3.65,29.18,207.9,14.59,911.84,2192.07,382.97,3.65,255.32
Michigan,0.0,29.18,15.07,75.34,236.07,1597.27,165.75,25.11,255.32
Maryland,4.47,138.62,496.36,1569.56,2486.25,8044.54,621.56,102.85,2209.01
Florida,9.81,49.07,323.88,1737.17,2698.99,9745.8,549.61,29.44,2119.93
Missouri,5.52,27.59,115.87,182.07,733.81,4847.03,306.22,5.52,331.04
Tennessee,8.14,48.83,65.1,878.91,1586.91,3841.15,830.08,73.24,1000.98
Washington,0.0,57.85,5.26,36.81,294.52,2960.98,73.63,26.3,99.93
New Jersey,6.7,13.4,147.39,80.4,629.77,1815.62,549.38,0.0,247.89
California,3.76,27.56,343.29,612.67,873.27,2579.72,1702.69,36.33,987.28
Michigan,0.0,27.56,39.2,107.79,205.78,2028.42,205.78,0.0,987.28
Wisconsin,0.0,0.0,15.04,30.09,361.07,2399.58,82.74,15.04,45.13
Missouri,0.0,0.0,137.44,217.01,991.03,3421.59,311.05,7.23,354.46
Georgia,18.84,18.84,295.2,1551.36,2534.31,6048.43,518.17,59.67,1884.24
Pennsylvania,0.0,30.41,76.02,203.35,792.5,1687.64,186.25,41.81,309.78
California,0.0,45.17,53.38,234.06,1104.59,2357.0,160.14,24.64,332.61
Minnesota,0.0,45.17,14.95,22.42,261.6,904.4,171.91,7.47,332.61
Michigan,5.26,45.17,326.35,857.99,1115.91,3910.94,173.7,31.58,332.61
Texas,5.41,16.24,32.48,113.67,730.72,2159.68,178.62,43.3,167.79
Alabama,4.73,16.55,99.29,87.47,706.82,2848.57,309.68,43.3,208.03
New Jersey,3.77,18.87,86.78,154.7,765.95,4354.22,2263.89,15.09,264.12
Massachusetts,0.0,12.84,12.84,81.31,457.89,808.8,111.26,0.0,106.98
New Jersey,0.0,16.59,33.17,298.56,1343.51,3839.77,174.16,24.88,348.32
Massachusetts,0.0,26.38,56.53,203.5,942.12,1872.93,949.65,0.0,286.4
Texas,0.0,62.56,78.2,602.17,1141.78,4402.91,211.15,46.92,742.94
Rhode Island,2.47,27.18,66.72,257.01,588.16,1547.02,289.14,19.77,353.39
California,0.0,10.78,334.29,458.3,1213.13,3084.06,797.97,59.31,803.36
New Jersey,0.0,0.0,38.58,46.3,540.12,1651.23,54.01,7.72,84.88
Texas,12.68,4.23,38.05,291.75,879.49,4959.83,181.82,33.83,346.72
Tennessee,31.99,117.13,866.91,617.79,2474.07,3785.9,2146.92,94.51,1633.81
Rhode Island,0.0,25.22,25.22,736.44,216.9,1780.58,116.02,20.18,786.89
Oklahoma,15.02,22.53,30.04,292.9,1299.29,4318.44,368.01,37.55,360.5
Oklahoma,5.3,42.39,39.74,180.16,778.93,2861.38,111.28,47.69,267.59
California,5.28,15.83,174.11,342.95,1482.61,3139.34,902.23,26.38,538.17
North Carolina,15.86,31.73,214.17,237.96,1792.65,5901.48,309.35,39.66,499.72
Michigan,11.73,31.73,41.07,58.67,528.05,2810.37,140.81,17.6,499.72
Oregon,0.0,34.04,85.11,79.43,1435.46,4834.04,380.14,34.04,198.58
Arizona,5.51,22.04,42.7,340.22,951.79,2422.87,238.29,16.53,410.47
Indiana,4.33,21.63,51.91,1198.3,618.62,3893.41,250.91,8.65,1276.17
Ohio,0.0,5.29,42.32,10.58,478.8,1415.23,166.65,23.81,58.2
Massachusetts,0.0,0.0,0.0,143.18,238.63,1646.52,103.4,0.0,143.18
Michigan,11.64,0.0,251.13,886.44,1140.9,4403.11,582.09,71.51,143.18
Massachusetts,0.0,12.9,51.62,141.95,767.82,1719.52,729.1,12.9,206.47
Texas,13.36,30.05,410.67,1190.28,2343.83,4008.21,1248.71,91.82,1644.35
Alabama,16.34,73.53,147.06,1045.75,4019.61,4256.54,245.1,24.51,1282.68
Georgia,7.14,8.92,73.16,105.27,694.1,2833.49,310.47,17.84,194.49
Ohio,7.54,30.14,15.07,45.21,542.58,1808.59,97.97,0.0,97.97
Florida,0.0,32.41,175.95,333.38,1426.12,4083.9,407.46,4.63,541.74
Florida,16.61,33.21,381.93,406.84,2084.03,6252.08,1062.77,8.3,838.59
Florida,12.86,128.6,1088.77,2134.68,4646.58,7955.76,1371.68,34.29,3364.91
California,10.15,23.69,54.15,612.62,947.71,2301.57,162.46,192.93,700.63
Colorado,2.26,18.11,54.33,245.6,795.66,3601.42,393.87,19.24,320.3
Texas,5.37,37.57,182.48,654.79,1795.3,6394.91,874.84,99.29,880.21
Oklahoma,0.0,33.84,33.84,361.01,970.22,2786.55,270.76,50.77,428.7
Minnesota,0.0,33.84,8.93,116.09,1080.55,4429.36,223.25,26.79,428.7
Michigan,7.37,33.84,0.0,7.37,272.86,1578.17,213.86,0.0,428.7
California,1.51,58.86,267.12,446.7,1373.32,4934.88,368.23,12.07,774.19
Missouri,3.55,45.28,121.62,411.04,1218.02,3830.72,760.82,25.75,581.49
North Carolina,0.0,22.63,124.46,356.4,1391.64,4955.59,220.63,11.31,503.48
Ohio,4.29,12.87,60.07,34.33,605.02,3376.96,381.89,12.87,111.56
California,0.0,73.81,41.0,344.43,975.89,2091.19,254.22,24.6,459.24
Idaho,12.95,38.84,12.95,168.32,592.37,3172.24,178.03,74.45,233.06
New Jersey,7.41,37.07,96.38,237.25,452.25,2179.72,370.7,22.24,378.11
Missouri,0.0,10.74,69.79,136.91,620.1,3419.95,163.75,21.48,217.44
Michigan,12.67,10.74,187.57,3155.81,909.99,4484.04,390.36,58.3,217.44
Ohio,14.88,37.21,133.96,52.09,528.39,2701.5,893.06,58.3,238.15
California,5.18,15.53,181.19,251.59,838.65,2139.07,511.47,16.57,453.49
Massachusetts,0.0,0.0,18.44,9.22,313.48,719.16,36.88,0.0,27.66
Michigan,7.09,0.0,475.35,1773.68,3064.92,7868.04,1000.35,127.7,27.66
California,0.0,8.39,83.86,285.12,662.47,3270.44,335.43,25.16,377.36
California,0.79,9.5,45.94,55.44,784.13,2342.09,364.34,30.1,111.68
Maine,0.0,12.31,18.47,184.66,744.8,4930.44,203.13,6.16,215.44
New Jersey,2.46,44.25,440.05,727.68,2042.92,3864.59,585.1,41.79,1214.45
Wisconsin,0.0,8.14,24.42,142.43,423.21,2706.11,170.91,16.28,174.98
California,0.0,14.89,50.24,172.12,568.45,1518.34,344.23,22.33,237.24
Illinois,0.0,14.89,4.98,29.88,174.32,1324.8,42.33,4.98,237.24
Missouri,0.0,4.13,33.08,41.35,285.29,1310.68,53.75,0.0,78.56
Massachusetts,0.0,4.28,62.11,462.63,1135.15,2047.55,269.87,0.0,529.02
New Jersey,18.52,92.6,398.19,935.27,1555.7,4815.26,444.49,166.68,1444.58
New Jersey,0.0,41.68,643.73,240.82,1268.93,3121.38,1667.21,23.16,926.23
Ohio,0.0,5.61,28.03,28.03,263.45,823.99,67.26,0.0,61.66
New Jersey,0.0,14.1,56.4,84.6,528.73,1593.23,507.58,0.0,155.09
New Jersey,2.78,22.22,194.39,213.83,1266.31,3424.05,991.39,13.89,433.21
New Jersey,0.0,14.78,14.78,59.12,408.95,1453.49,172.45,14.78,88.69
Georgia,0.0,0.0,7.81,3.91,70.31,781.25,62.5,3.91,11.72
New Jersey,1.78,62.43,44.59,176.58,643.9,2679.03,374.57,10.7,285.38
Texas,3.23,87.24,140.55,596.12,1378.03,4392.57,458.8,12.92,827.14
Oklahoma,17.43,43.58,69.73,148.17,1420.73,3652.05,226.62,8.72,278.92
California,0.0,0.0,708.94,1299.72,4450.57,8310.36,1142.18,118.16,2008.66
New Jersey,4.55,13.65,241.15,191.1,900.9,2384.2,1365.0,9.1,450.45
Oklahoma,3.81,76.25,22.88,133.44,1109.46,2950.93,221.13,91.5,236.38
Massachusetts,0.0,7.36,0.0,360.82,250.37,441.83,58.91,0.0,368.19
Georgia,10.93,60.13,300.63,453.68,1317.3,5487.84,360.75,0.0,825.36
Massachusetts,0.0,0.0,11.71,27.31,257.51,1006.63,70.23,7.8,39.02
Rhode Island,0.0,6.68,20.03,597.6,520.82,1946.38,200.31,3.34,624.31
Iowa,4.6,42.97,138.63,275.21,1015.93,6017.34,436.86,119.19,461.42
Ohio,3.33,19.96,29.94,69.86,615.48,2585.0,182.98,13.31,123.1
Michigan,3.74,19.96,254.26,523.47,1235.14,4179.03,1496.87,16.2,123.1
Connecticut,0.0,27.65,6.91,179.74,587.63,1569.31,283.44,27.65,214.31
Connecticut,1.66,1.66,129.61,93.05,963.78,2512.46,353.94,14.96,225.99
Minnesota,0.0,1.66,18.34,151.31,843.69,2448.53,243.02,18.34,225.99
Wyoming,0.0,40.21,0.0,93.82,415.49,3096.1,214.45,26.81,134.03
Minnesota,12.98,40.21,86.55,134.16,545.29,2241.74,225.04,17.31,134.03
California,15.14,31.97,109.38,238.94,1346.17,2014.2,683.18,30.29,395.44
Wyoming,3.64,18.21,21.86,240.43,327.86,3016.28,138.43,25.5,284.14
Florida,13.04,52.16,110.84,332.53,410.77,1982.13,156.48,0.0,508.57
Ohio,0.0,50.83,33.89,33.89,499.83,1956.96,228.74,0.0,118.6
Minnesota,0.0,30.37,45.56,182.23,728.93,3902.81,364.46,15.19,258.16
Alabama,0.0,8.5,17.01,0.0,187.11,858.99,51.03,15.19,25.51
North Carolina,12.43,0.0,118.11,348.11,1224.59,4046.75,323.24,18.65,478.65
California,7.42,31.52,165.02,700.87,838.08,2504.96,610.02,29.67,904.83
Oklahoma,0.0,31.34,62.69,438.82,1128.39,3391.42,219.41,43.88,532.85
New Jersey,0.0,0.0,0.0,24.59,49.17,614.65,24.59,8.2,24.59
California,12.27,42.96,153.42,380.48,1414.54,4795.95,932.8,6.14,589.14
California,20.02,32.63,618.49,609.59,1332.65,3565.6,1002.64,37.82,1280.74
Pennsylvania,10.77,53.87,226.26,215.49,1063.07,1971.7,427.38,79.01,506.39
Alabama,0.0,9.81,147.12,696.35,637.5,3486.66,142.21,79.01,853.28
Pennsylvania,0.0,0.0,82.11,41.06,376.35,4680.44,109.48,0.0,123.17
Pennsylvania,17.92,8.96,215.0,215.0,519.57,1048.11,125.41,8.96,456.87
